ROLL NUMBER,TEACHER,SUBJECT,FEEDBACK_TEXT,teaching,coursecontent,examination,labwork,library_facilities,extracurricular
246,Mr. Iyer,Biology,We had hands-on experience every week. The syllabus was well-structured. Loved the cultural and sports events.,0,1,0,1,0,1
247,Mr. Sharma,Biology,Library had enough resources.,0,0,0,0,1,0
248,Prof. Khan,Computer Science,Exams were fair and well-balanced.,0,0,1,0,0,0
249,Dr. Mehta,Biology,Course material was relevant and engaging. Loved the cultural and sports events.,0,1,0,0,0,1
250,Mr. Sharma,Economics,Good teaching methods and examples. Course material was relevant and engaging. Lab work was poorly managed.,1,1,0,1,0,0
251,Ms. Rani,Physics,The questions in the exam were tricky.,0,0,1,0,0,0
252,Mrs. Das,Computer Science,Student clubs were very active.,0,0,0,0,0,1
253,Prof. Khan,Physics,New books were regularly added. Content was outdated.,0,1,0,0,1,0
254,Ms. Rani,History,Great support for extracurriculars. We had hands-on experience every week. The questions in the exam were tricky.,0,0,1,1,0,1
255,Mr. Iyer,Mathematics,Good teaching methods and examples.,1,0,0,0,0,0
256,Ms. Joshi,Mathematics,Lab work was poorly managed.,0,0,0,1,0,0
257,Ms. Joshi,Physics,Labs were well-equipped and interesting. Great support for extracurriculars.,0,0,0,1,0,1
258,Mr. Sharma,Mathematics,Lab sessions helped reinforce theory. Great support for extracurriculars. Library had enough resources.,0,0,0,1,1,1
259,Prof. Khan,Biology,Evaluation was not up to the mark. The teacher was very supportive and helpful.,1,0,1,0,0,0
260,Mrs. Das,Chemistry,Lab work was poorly managed. Content was outdated.,0,1,0,1,0,0
261,Mrs. Das,Computer Science,There were lots of workshops and events.,0,0,0,0,0,1
262,Dr. Verma,Biology,Continuous assessment was beneficial. Lab assistants were very helpful. The course covered all essential topics.,0,1,1,1,0,0
263,Mr. Iyer,History,Student clubs were very active. The course covered all essential topics. The teacher was very supportive and helpful.,1,1,0,0,0,1
264,Dr. Mehta,Mathematics,Labs were well-equipped and interesting.,0,0,0,1,0,0
265,Mrs. Das,History,Library had enough resources. Not many extracurricular activities were encouraged.,0,0,0,0,1,1
266,Dr. Mehta,Economics,The teacher was very supportive and helpful.,1,0,0,0,0,0
267,Dr. Mehta,Computer Science,Library had enough resources. Loved the cultural and sports events.,0,0,0,0,1,1
268,Dr. Verma,Economics,Library was not maintained properly. The learning resources were very helpful. Lab work was poorly managed.,0,1,0,1,1,0
269,Prof. Khan,Biology,Lab sessions helped reinforce theory.,0,0,0,1,0,0
270,Mrs. Das,Mathematics,Good teaching methods and examples. New books were regularly added. Course material was relevant and engaging.,1,1,0,0,1,0
271,Prof. Khan,Chemistry,The teacher was very supportive and helpful. Lab assistants were very helpful. Continuous assessment was beneficial. The reading space in the library is great.,1,0,1,1,1,0
272,Mrs. Das,Chemistry,There were lots of workshops and events. Evaluation was not up to the mark. New books were regularly added.,0,0,1,0,1,1
273,Ms. Rani,Computer Science,The course covered all essential topics. Exam patterns were predictable and easy. Labs were well-equipped and interesting.,0,1,1,1,0,0
274,Dr. Verma,History,The course covered all essential topics. Good teaching methods and examples. Library was not maintained properly. Student clubs were very active.,1,1,0,0,1,1
275,Prof. Khan,English,Not many extracurricular activities were encouraged. The questions in the exam were tricky.,0,0,1,0,0,1
276,Mr. Iyer,Economics,The teacher explains very clearly. We had hands-on experience every week. Exam patterns were predictable and easy.,1,0,1,1,0,0
277,Ms. Joshi,English,Not many extracurricular activities were encouraged. The concepts were explained in a student-friendly way.,1,0,0,0,0,1
278,Mr. Iyer,English,Library had enough resources. The learning resources were very helpful. Lab work was poorly managed. Good teaching methods and examples.,1,1,0,1,1,0
279,Ms. Rani,History,The learning resources were very helpful. Evaluation was not up to the mark. Labs were well-equipped and interesting.,0,1,1,1,0,0
280,Mr. Sharma,Physics,Lab assistants were very helpful. The questions in the exam were tricky. Good teaching methods and examples. Student clubs were very active.,1,0,1,1,0,1
281,Dr. Verma,Biology,Exams were fair and well-balanced. Lab assistants were very helpful.,0,0,1,1,0,0
282,Dr. Mehta,Computer Science,Library had enough resources. The teacher encouraged student interaction.,1,0,0,0,1,0
283,Mr. Sharma,Computer Science,Loved the cultural and sports events. The learning resources were very helpful. Library had enough resources.,0,1,0,0,1,1
284,Ms. Joshi,Computer Science,Lab assistants were very helpful.,0,0,0,1,0,0
285,Dr. Mehta,Biology,Continuous assessment was beneficial. Lab sessions helped reinforce theory. There were lots of workshops and events.,0,0,1,1,0,1
286,Mr. Sharma,Computer Science,Continuous assessment was beneficial. There were lots of workshops and events.,0,0,1,0,0,1
287,Mr. Sharma,Computer Science,Continuous assessment was beneficial.,0,0,1,0,0,0
288,Mrs. Das,Mathematics,Library had enough resources.,0,0,0,0,1,0
289,Prof. Khan,Economics,There were lots of workshops and events. Content was outdated.,0,1,0,0,0,1
290,Dr. Mehta,Biology,The teacher encouraged student interaction. Content was outdated. Lab assistants were very helpful.,1,1,0,1,0,0
291,Ms. Joshi,Mathematics,The syllabus was well-structured. Exam patterns were predictable and easy. The reading space in the library is great.,0,1,1,0,1,0
292,Ms. Joshi,Computer Science,Labs were well-equipped and interesting. Content was outdated. The reading space in the library is great. The teacher explains very clearly.,1,1,0,1,1,0
293,Ms. Rani,Chemistry,Library had enough resources. Student clubs were very active.,0,0,0,0,1,1
294,Dr. Verma,Computer Science,Student clubs were very active. The learning resources were very helpful. Exam patterns were predictable and easy. Library had enough resources.,0,1,1,0,1,1
295,Prof. Khan,English,Library was not maintained properly. The questions in the exam were tricky.,0,0,1,0,1,0
296,Mrs. Das,History,Not many extracurricular activities were encouraged.,0,0,0,0,0,1
297,Prof. Khan,Economics,Loved the cultural and sports events. Exam patterns were predictable and easy.,0,0,1,0,0,1
298,Ms. Joshi,Physics,Exams were fair and well-balanced. Content was outdated.,0,1,1,0,0,0
299,Ms. Joshi,Economics,The reading space in the library is great. Not many extracurricular activities were encouraged.,0,0,0,0,1,1
300,Ms. Joshi,Physics,Lab assistants were very helpful.,0,0,0,1,0,0
301,Ms. Rani,English,Lab work was poorly managed.,0,0,0,1,0,0
302,Mrs. Das,Computer Science,Library was not maintained properly.,0,0,0,0,1,0
303,Prof. Khan,English,The questions in the exam were tricky.,0,0,1,0,0,0
304,Ms. Joshi,Physics,Great support for extracurriculars. The concepts were explained in a student-friendly way. The questions in the exam were tricky.,1,0,1,0,0,1
305,Dr. Verma,History,The learning resources were very helpful. The teacher explains very clearly. Loved the cultural and sports events.,1,1,0,0,0,1
306,Prof. Khan,English,Student clubs were very active.,0,0,0,0,0,1
307,Ms. Rani,History,Library had enough resources. Exams were fair and well-balanced. The teacher encouraged student interaction.,1,0,1,0,1,0
308,Mr. Sharma,English,There were lots of workshops and events. The teacher encouraged student interaction.,1,0,0,0,0,1
309,Ms. Joshi,Physics,Student clubs were very active. Evaluation was not up to the mark. Lab work was poorly managed.,0,0,1,1,0,1
310,Prof. Khan,Biology,Exams were fair and well-balanced. The syllabus was well-structured.,0,1,1,0,0,0
311,Mrs. Das,Biology,We faced issues in accessing the digital library.,0,0,0,0,1,0
312,Ms. Rani,History,Evaluation was not up to the mark. New books were regularly added.,0,0,1,0,1,0
313,Mrs. Das,Chemistry,The concepts were explained in a student-friendly way. We faced issues in accessing the digital library. Course material was relevant and engaging.,1,1,0,0,1,0
314,Dr. Verma,Biology,The course covered all essential topics. We had hands-on experience every week.,0,1,0,1,0,0
315,Mrs. Das,English,Labs were well-equipped and interesting. Content was outdated. Evaluation was not up to the mark. We faced issues in accessing the digital library.,0,1,1,1,1,0
316,Dr. Verma,Computer Science,Lab assistants were very helpful. New books were regularly added.,0,0,0,1,1,0
317,Mr. Iyer,History,Course material was relevant and engaging. Exams were fair and well-balanced. The teacher encouraged student interaction. There were lots of workshops and events.,1,1,1,0,0,1
318,Mr. Iyer,English,The teacher encouraged student interaction. The reading space in the library is great. Course material was relevant and engaging. The questions in the exam were tricky.,1,1,1,0,1,0
319,Ms. Rani,Physics,Lab work was poorly managed.,0,0,0,1,0,0
320,Dr. Mehta,Chemistry,Lab assistants were very helpful. The teacher encouraged student interaction.,1,0,0,1,0,0
321,Prof. Khan,Physics,The teacher was very supportive and helpful. The questions in the exam were tricky. Loved the cultural and sports events.,1,0,1,0,0,1
322,Mr. Sharma,Mathematics,Exam patterns were predictable and easy.,0,0,1,0,0,0
323,Mrs. Das,Physics,The questions in the exam were tricky.,0,0,1,0,0,0
324,Mr. Sharma,English,The teacher was very supportive and helpful. Lab work was poorly managed.,1,0,0,1,0,0
325,Mr. Iyer,Biology,Content was outdated.,0,1,0,0,0,0
326,Mr. Sharma,Mathematics,Student clubs were very active.,0,0,0,0,0,1
327,Dr. Mehta,History,Lab work was poorly managed. The course covered all essential topics.,0,1,0,1,0,0
328,Ms. Joshi,Economics,Course material was relevant and engaging. Exams were fair and well-balanced. The teacher explains very clearly. Lab assistants were very helpful.,1,1,1,1,0,0
329,Mrs. Das,Mathematics,The teacher was very supportive and helpful. Not many extracurricular activities were encouraged.,1,0,0,0,0,1
330,Prof. Khan,Mathematics,Course material was relevant and engaging.,0,1,0,0,0,0
331,Mrs. Das,Economics,Lab work was poorly managed. The teacher explains very clearly.,1,0,0,1,0,0
332,Mr. Sharma,English,The concepts were explained in a student-friendly way. Library was not maintained properly. We had hands-on experience every week. Student clubs were very active.,1,0,0,1,1,1
333,Mr. Sharma,English,The concepts were explained in a student-friendly way. Great support for extracurriculars.,1,0,0,0,0,1
334,Mr. Sharma,Computer Science,The teacher explains very clearly.,1,0,0,0,0,0
335,Mr. Iyer,History,The concepts were explained in a student-friendly way. The reading space in the library is great. Labs were well-equipped and interesting. Continuous assessment was beneficial.,1,0,1,1,1,0
336,Ms. Joshi,Biology,Lab sessions helped reinforce theory.,0,0,0,1,0,0
337,Mr. Iyer,Mathematics,Exams were fair and well-balanced.,0,0,1,0,0,0
338,Dr. Verma,English,The syllabus was well-structured. The concepts were explained in a student-friendly way.,1,1,0,0,0,0
339,Mr. Iyer,Mathematics,Library had enough resources. Exams were fair and well-balanced.,0,0,1,0,1,0
340,Mr. Iyer,Chemistry,Lab work was poorly managed. The teacher explains very clearly. Student clubs were very active. Evaluation was not up to the mark.,1,0,1,1,0,1
341,Prof. Khan,Biology,There were lots of workshops and events. The teacher was very supportive and helpful. The questions in the exam were tricky. The course covered all essential topics.,1,1,1,0,0,1
342,Mr. Iyer,Biology,Content was outdated.,0,1,0,0,0,0
343,Ms. Rani,Mathematics,The teacher was very supportive and helpful. Exam patterns were predictable and easy. Great support for extracurriculars.,1,0,1,0,0,1
344,Mr. Sharma,Mathematics,Lab sessions helped reinforce theory. The learning resources were very helpful.,0,1,0,1,0,0
345,Dr. Mehta,Mathematics,New books were regularly added.,0,0,0,0,1,0
346,Mr. Sharma,Computer Science,The course covered all essential topics. The teacher was very supportive and helpful. The questions in the exam were tricky. There were lots of workshops and events.,1,1,1,0,0,1
347,Ms. Joshi,Computer Science,Great support for extracurriculars. Lab sessions helped reinforce theory. Good teaching methods and examples. The reading space in the library is great.,1,0,0,1,1,1
348,Mr. Iyer,History,The teacher encouraged student interaction. We had hands-on experience every week. Content was outdated.,1,1,0,1,0,0
349,Mr. Sharma,Economics,Exams were fair and well-balanced.,0,0,1,0,0,0
350,Prof. Khan,Chemistry,Great support for extracurriculars. Course material was relevant and engaging.,0,1,0,0,0,1
351,Mrs. Das,English,Student clubs were very active. Course material was relevant and engaging. Library was not maintained properly. The teacher was very supportive and helpful.,1,1,0,0,1,1
